TIME,VALUE,DURATION,LABEL
0.0,0,6.280997732,N1
6.280997732,1,14.2338322,A
20.514829932,0,6.675736961,N2
27.190566893,1,14.222222222,A
41.412789116,1,14.210612245,A
55.623401361,1,14.222222222,A
69.845623583,1,14.222222222,A
84.067845805,1,14.222222222,A
98.290068027,0,7.105306122,N3
105.39537415,1,18.216054422,A
123.611428571,2,14.222222222,B
137.833650794,2,14.222222222,B
152.055873016,2,14.222222222,B
166.278095238,2,14.222222222,B
180.50031746,2,17.333696145,B
197.834013605,1,14.222222222,A
212.056235828,1,14.222222222,A
226.27845805,0,25.321360544,N10
251.599818594,2,14.222222222,B
265.822040816,2,14.222222222,B
280.044263039,2,17.333696145,B
297.377959184,1,15.092970522,A
