TIME,VALUE,DURATION,LABEL
0.0,0,22.035736961,N1
22.035736961,3,13.18893424,C
35.224671202,3,16.265578231,C
51.490249433,2,14.071292517,B
65.56154195,2,14.05968254,B
79.62122449,2,12.306575964,B
91.927800454,1,14.071292517,A
105.999092971,1,14.071292517,A
120.070385488,1,14.05968254,A
134.130068027,1,14.071292517,A
148.201360544,1,14.071292517,A
162.272653061,1,14.071292517,A
176.343945578,1,14.05968254,A
190.403628118,1,14.05968254,A
204.463310658,1,14.071292517,A
218.534603175,1,14.082902494,A
232.617505669,1,14.05968254,A
246.677188209,1,14.071292517,A
260.748480726,1,14.05968254,A
274.808163265,1,15.394829932,A
290.202993197,2,12.306575964,B
302.509569161,0,7.46521542,N7
309.97478458,1,15.812789116,A
