TIME,VALUE,DURATION,LABEL
0.0,1,15.6,1
15.6,2,8.2,2
23.8,1,8.2,1
32.0,3,8.2,3
40.2,1,7.8,1
48.0,4,8.6,4
56.6,1,7.4,1
64.0,5,8.0,5
72.0,1,8.2,1
80.2,4,8.8,4
89.0,1,7.0,1
96.0,5,11.2,5
107.2,3,4.4,3
111.6,1,9.4,1
121.0,6,7.0,6
128.0,1,8.8,1
136.8,7,7.4,7
144.2,1,9.0,1
153.2,7,7.2,7
160.4,1,8.8,1
169.2,7,7.4,7
176.6,1,8.8,1
185.4,7,7.2,7
192.6,1,8.2,1
200.8,4,8.8,4
209.6,1,7.6,1
217.2,5,8.2,5
225.4,1,8.2,1
233.6,3,18.0,3
