CLIP_NAME,DURATION,TIMESTAMP
6.L,0:12.307,1:27.245
6.L,0:12.307,1:39.553
6.L,0:12.307,1:51.860
6.L,0:12.307,2:04.168
6.L,0:12.307,2:16.476
4.L,0:08.205,2:28.784
4.L,0:08.205,2:36.989
4.L,0:08.205,2:45.194
4.L,0:08.205,2:53.399
6.L,0:12.307,3:01.604
6.L,0:12.307,3:14.135
6.L,0:12.307,3:26.443
6.L,0:12.307,3:38.751
6.L,0:12.307,3:51.058
6.L,0:12.307,4:03.366
6.L,0:12.307,4:15.674
6.L,0:12.307,4:27.982
6.L,0:12.307,4:40.289
3.L,0:06.153,4:52.597
4.L,0:08.443,4:59.252
x.L,0:26.383,5:07.696
8.L,0:15.238,0:07.840
8.L,0:15.238,0:23.079
8.L,0:15.238,0:38.317
8.L,0:15.238,0:53.555
8.L,0:15.238,1:08.793
8.L,0:15.238,1:24.031
8.L,0:15.238,1:39.269
8.L,0:15.238,1:54.507
8.L,0:15.238,2:09.745
8.L,0:15.238,2:24.983
8.L,0:15.238,2:40.221
8.L,0:15.238,2:55.459
8.L,0:15.238,3:10.698
8.L,0:15.238,3:25.936
8.L,0:15.238,3:41.174
8.L,0:15.238,3:56.412
8.L,0:15.238,4:11.650
8.L,0:15.238,4:26.888
8.L,0:15.238,4:42.126
x.L,0:03.823,4:57.364
8.L,0:18.823,0:00.466
8.L,0:18.823,0:19.290
8.L,0:18.823,0:38.113
8.L,0:18.823,0:56.937
8.L,0:18.823,1:15.760
8.L,0:18.823,1:34.584
8.L,0:18.823,1:53.407
8.L,0:18.823,2:12.231
8.L,0:18.823,2:31.054
8.L,0:18.823,2:49.878
1.L,0:04.000,0:00.273
4.L,0:16.000,0:04.273
4.L,0:16.000,0:20.273
4.L,0:16.000,0:36.273
4.L,0:16.000,0:52.273
4.L,0:16.000,1:08.273
4.L,0:16.000,1:24.273
4.L,0:16.000,1:40.273
4.L,0:16.000,1:56.273
4.L,0:16.000,2:12.273
4.L,0:16.000,2:28.273
4.L,0:16.000,2:44.273
4.L,0:16.000,3:00.273
4.L,0:16.000,3:16.273
4.L,0:16.000,3:32.273
x.L,0:10.046,3:48.273
2.L,0:03.739,0:00.000
4.L,0:07.479,0:03.739
8.L,0:14.959,0:11.219
8.L,0:14.959,0:26.178
8.L,0:14.959,0:41.137
10.L,0:18.698,0:56.096
10.L,0:18.698,1:14.795
8.L,0:14.959,1:33.494
8.L,0:14.959,1:48.453
4.L,0:07.479,2:03.412
8.L,0:14.959,2:10.892
8.L,0:14.959,2:25.851
8.L,0:14.959,2:40.810
8.L,0:14.959,2:55.769
4.L,0:07.479,3:10.728
8.L,0:14.959,3:18.208
4.L,0:07.479,3:33.167
8.L,0:14.959,3:40.646
x.L,0:02.474,3:55.605
8.L,0:14.398,0:00.205
8.L,0:14.398,0:14.604
8.L,0:14.398,0:29.002
8.L,0:14.398,0:43.400
8.L,0:14.398,0:57.798
8.L,0:14.398,1:12.196
8.L,0:14.398,1:26.595
8.L,0:14.398,1:40.993
10.L,0:17.997,1:55.391
8.L,0:14.398,2:13.389
8.L,0:14.398,2:27.787
8.L,0:14.398,2:42.185
8.L,0:14.398,2:56.583
8.L,0:14.398,3:10.982
10.L,0:17.997,3:25.380
8.L,0:14.398,3:43.377
8.L,0:14.398,3:57.776
8.L,0:14.398,4:12.174
8.L,0:14.398,4:26.572
8.L,0:14.398,4:40.970
x.L,0:03.191,4:55.368
x.L,0:02.868,0:00.000
4.L,0:14.282,0:02.868
4.L,0:13.913,0:17.151
4.L,0:13.913,0:31.064
4.L,0:13.913,0:44.977
4.L,0:13.913,0:58.890
4.L,0:13.913,1:12.803
4.L,0:13.913,1:26.716
4.L,0:13.913,1:40.629
4.L,0:13.913,1:54.542
4.L,0:13.913,2:08.455
4.L,0:13.913,2:22.368
4.L,0:13.913,2:36.281
4.L,0:13.913,2:50.194
4.L,0:13.913,3:04.107
4.L,0:13.913,3:18.020
4.L,0:13.913,3:31.933
4.L,0:13.913,3:45.846
4.L,0:13.913,3:59.759
x.L,0:18.007,4:13.672
8.L,0:16.093,0:00.264
16.L,0:32.187,0:16.358
16.L,0:32.187,0:48.546
16.L,0:32.187,1:20.733
16.L,0:32.187,1:52.921
16.L,0:32.187,2:25.109
16.L,0:32.187,2:57.297
16.L,0:32.187,3:29.484
x.L,0:10.057,4:01.672
16.L,0:30.343,0:15.406
16.L,0:30.343,0:45.750
16.L,0:30.343,1:16.094
16.L,0:30.343,1:46.437
12.L,0:22.757,2:16.781
16.L,0:30.343,2:39.539
x.L,0:53.101,3:09.883
16.L,0:30.343,4:02.984
16.L,0:30.343,4:33.328
24.L,0:45.515,5:03.672
x.L,0:03.132,5:49.187
8.L,0:15.737,0:00.725
8.L,0:15.737,0:16.463
2.L,0:03.934,0:32.201
8.L,0:15.737,0:36.135
8.L,0:15.737,0:51.873
8.L,0:15.737,1:07.611
8.L,0:15.737,1:23.348
8.L,0:15.737,1:39.086
8.L,0:15.737,1:54.824
8.L,0:15.737,2:10.561
8.L,0:15.737,2:26.299
8.L,0:15.737,2:42.037
8.L,0:15.737,2:57.774
8.L,0:15.737,3:13.512
8.L,0:15.737,3:29.250
8.L,0:15.737,3:44.988
8.L,0:15.737,4:00.725
8.L,0:15.737,4:16.463
x.L,0:08.598,4:32.201
8.L,0:14.190,0:00.295
8.L,0:14.190,0:14.485
8.L,0:14.190,0:28.676
8.L,0:14.190,0:42.867
8.L,0:14.190,0:57.057
8.L,0:14.190,1:11.248
8.L,0:14.190,1:25.439
8.L,0:14.190,1:39.629
4.L,0:07.095,1:53.820
8.L,0:14.190,2:00.915
4.L,0:07.095,2:15.106
8.L,0:14.190,2:22.201
8.L,0:14.190,2:36.392
8.L,0:14.190,2:50.583
8.L,0:14.190,3:04.751
8.L,0:14.190,3:18.941
8.L,0:14.190,3:33.132
8.L,0:14.190,3:47.323
4.L,0:07.095,4:01.514
8.L,0:14.190,4:08.554
8.L,0:14.190,4:22.745
8.L,0:14.190,4:36.935
4.L,0:07.095,4:51.126
x.L,0:05.138,4:58.221
8.L,0:13.342,0:00.304
8.L,0:13.342,0:13.647
8.L,0:13.342,0:26.990
8.L,0:13.342,0:40.332
8.L,0:13.342,0:53.675
8.L,0:13.342,1:07.017
8.L,0:13.342,1:20.360
12.L,0:20.013,1:33.703
8.L,0:13.342,1:53.717
8.L,0:13.342,2:07.059
8.L,0:13.342,2:20.402
8.L,0:13.304,2:33.744
8.L,0:13.373,2:47.095
8.L,0:13.342,3:00.468
8.L,0:13.342,3:13.811
8.L,0:13.342,3:27.154
8.L,0:13.342,3:40.496
x.L,0:04.182,3:53.839
8.L,0:14.321,0:00.192
8.L,0:14.321,0:14.514
8.L,0:14.321,0:28.836
8.L,0:14.321,0:43.158
8.L,0:14.321,0:57.480
8.L,0:14.321,1:11.802
8.L,0:14.321,1:26.124
8.L,0:14.292,1:40.446
8.L,0:14.321,1:54.738
8.L,0:14.321,2:09.060
8.L,0:14.321,2:23.382
8.L,0:14.321,2:37.704
8.L,0:14.321,2:52.026
8.L,0:14.321,3:06.348
8.L,0:14.296,3:20.670
8.L,0:14.321,3:34.966
8.L,0:14.321,3:49.288
8.L,0:14.321,4:03.610
8.L,0:14.321,4:17.932
8.L,0:14.321,4:32.254
8.L,0:14.321,4:46.576
8.L,0:14.321,5:00.898
8.L,0:14.321,5:15.220
x.L,0:18.697,5:29.542
x.L,0:00.494,0:00.000
8.L,0:14.063,0:00.494
16.L,0:28.127,0:14.558
16.L,0:28.127,0:42.686
16.L,0:28.127,1:10.813
8.L,0:14.063,1:38.941
16.L,0:28.127,1:53.005
16.L,0:28.127,2:21.133
16.L,0:28.127,2:49.261
8.L,0:14.063,3:17.388
16.L,0:28.127,3:31.452
16.L,0:28.127,3:59.580
16.L,0:28.127,4:27.708
x.L,0:01.764,4:55.835
8.L,0:16.271,0:00.266
8.L,0:16.271,0:16.538
8.L,0:16.271,0:32.809
8.L,0:16.271,0:49.080
8.L,0:16.271,1:05.351
8.L,0:16.271,1:21.622
8.L,0:16.271,1:37.894
8.L,0:16.271,1:54.165
2.L,0:04.067,2:10.436
8.L,0:16.271,2:14.504
8.L,0:16.271,2:30.775
8.L,0:16.271,2:47.046
8.L,0:16.271,3:03.317
x.L,0:12.205,3:19.588
8.L,0:15.483,0:00.483
8.L,0:15.483,0:15.967
8.L,0:15.483,0:31.451
8.L,0:15.483,0:46.935
8.L,0:15.483,1:02.418
8.L,0:15.483,1:17.902
8.L,0:15.483,1:33.386
8.L,0:15.483,1:48.870
8.L,0:15.483,2:04.354
8.L,0:15.483,2:19.838
4.L,0:07.741,2:35.322
8.L,0:15.483,2:43.064
8.L,0:15.483,2:58.547
8.L,0:15.483,3:14.031
x.L,0:17.044,3:29.515
4.L,0:07.559,0:00.240
4.L,0:07.559,0:07.799
4.L,0:07.559,0:15.359
4.L,0:07.559,0:22.918
4.L,0:07.559,0:30.477
4.L,0:07.559,0:38.036
4.L,0:07.559,0:45.595
4.L,0:07.559,0:53.154
4.L,0:07.559,1:00.713
4.L,0:07.559,1:08.272
4.L,0:07.559,1:15.831
4.L,0:07.559,1:23.390
4.L,0:07.559,1:30.949
4.L,0:07.559,1:38.508
4.L,0:07.559,1:46.067
4.L,0:07.559,1:53.626
4.L,0:07.559,2:01.185
4.L,0:07.559,2:08.744
4.L,0:07.559,2:16.303
4.L,0:07.559,2:23.862
4.L,0:07.559,2:31.422
4.L,0:07.559,2:38.981
4.L,0:07.559,2:46.540
4.L,0:07.559,2:54.099
4.L,0:07.559,3:01.658
4.L,0:07.559,3:09.217
4.L,0:07.559,3:16.776
4.L,0:07.559,3:24.335
4.L,0:07.559,3:31.894
4.L,0:07.559,3:39.453
4.L,0:07.559,3:47.012
4.L,0:07.559,3:54.571
4.L,0:07.559,4:02.130
4.L,0:07.559,4:09.689
4.L,0:07.559,4:17.248
4.L,0:07.559,4:24.807
6.L,0:11.338,4:32.366
4.L,0:07.559,4:43.705
4.L,0:07.559,4:51.264
4.L,0:07.559,4:58.823
4.L,0:07.559,5:06.382
4.L,0:07.559,5:13.941
4.L,0:07.559,5:21.500
4.L,0:07.559,5:29.059
4.L,0:07.559,5:36.618
x.L,0:02.382,5:44.177
x.L,0:02.375,0:00.000
2.L,0:05.714,0:02.375
4.L,0:11.428,0:08.089
4.L,0:11.428,0:19.518
4.L,0:11.428,0:30.946
4.L,0:11.428,0:42.375
4.L,0:11.428,0:53.803
4.L,0:11.428,1:05.232
4.L,0:11.428,1:16.661
4.L,0:11.428,1:28.089
4.L,0:11.428,1:39.518
4.L,0:11.428,1:50.946
x.L,0:02.674,2:02.375
4.L,0:20.625,0:00.000
4.L,0:20.042,0:20.625
4.L,0:22.382,0:40.667
4.L,0:18.172,1:03.049
4.L,0:20.075,1:21.222
4.L,0:20.285,1:41.298
4.L,0:20.289,2:01.583
4.L,0:20.135,2:21.872
4.L,0:20.317,2:42.008
4.L,0:20.108,3:02.325
4.L,0:20.036,3:22.434
4.L,0:20.075,3:42.470
x.L,0:06.574,4:02.545
x.L,0:02.584,0:00.000
8.L,0:14.401,0:02.584
8.L,0:14.401,0:16.986
8.L,0:14.401,0:31.387
8.L,0:14.401,0:45.788
8.L,0:14.401,1:00.190
8.L,0:14.401,1:14.591
8.L,0:14.401,1:28.993
8.L,0:14.401,1:43.394
8.L,0:14.401,1:57.796
8.L,0:14.401,2:12.197
8.L,0:14.401,2:26.599
8.L,0:14.401,2:41.000
8.L,0:14.401,2:55.401
8.L,0:14.401,3:09.803
8.L,0:14.401,3:24.204
x.L,0:05.386,3:38.606
8.L,0:14.396,0:00.000
8.L,0:14.401,0:14.396
8.L,0:14.401,0:28.797
8.L,0:14.401,0:43.199
8.L,0:14.401,0:57.600
8.L,0:14.401,1:12.002
8.L,0:14.401,1:26.403
8.L,0:14.401,1:40.805
8.L,0:14.401,1:55.206
8.L,0:14.401,2:09.608
8.L,0:14.401,2:24.009
8.L,0:14.401,2:38.410
8.L,0:14.401,2:52.812
8.L,0:14.401,3:07.213
8.L,0:14.401,3:21.615
8.L,0:14.401,3:36.016
8.L,0:14.401,3:50.418
8.L,0:14.401,4:04.819
8.L,0:14.401,4:19.221
4.L,0:07.200,4:33.622
8.L,0:14.401,4:40.823
8.L,0:14.401,4:55.224
8.L,0:14.401,5:09.626
8.L,0:14.401,5:24.027
x.L,0:10.779,5:38.428
8.L,0:14.436,0:00.196
12.L,0:21.579,0:14.632
8.L,0:14.436,0:36.211
8.L,0:14.436,0:50.647
8.L,0:14.436,1:05.083
4.L,0:07.218,1:19.520
8.L,0:14.436,1:26.738
8.L,0:14.436,1:41.174
8.L,0:14.436,1:55.610
10.L,0:17.824,2:10.046
8.L,0:14.436,2:27.870
8.L,0:14.436,2:42.306
4.L,0:07.218,2:56.742
6.L,0:10.827,3:03.960
2.L,0:03.609,3:14.787
8.L,0:14.436,3:18.396
6.L,0:10.611,3:32.833
4.L,0:07.218,3:43.444
8.L,0:14.436,3:50.662
8.L,0:14.436,4:05.098
8.L,0:14.436,4:19.535
4.L,0:07.218,4:33.971
x.L,0:07.290,4:41.189
8.L,0:14.281,0:00.000
8.L,0:14.264,0:14.281
8.L,0:14.264,0:28.545
8.L,0:14.264,0:42.810
8.L,0:14.264,0:57.074
8.L,0:14.264,1:11.339
8.L,0:14.264,1:25.603
8.L,0:14.264,1:39.868
8.L,0:14.264,1:54.132
8.L,0:14.264,2:08.397
8.L,0:14.264,2:22.661
8.L,0:14.264,2:36.926
12.L,0:21.396,2:51.190
8.L,0:14.264,3:12.587
8.L,0:14.264,3:26.851
8.L,0:14.264,3:41.116
8.L,0:14.264,3:55.380
12.L,0:21.396,4:09.645
8.L,0:14.264,4:31.042
8.L,0:14.264,4:45.306
8.L,0:14.264,4:59.571
6+6+6.R,0:11.589,0:00.877
6+6+6.R,0:10.748,0:12.466
6+6+8.R,0:10.879,0:23.214
6+6+8.R,0:10.924,0:34.094
6.R,0:03.265,0:45.019
6+6+6.R,0:09.814,0:48.285
4+4+4.R,0:06.834,0:58.099
6+6+8.R,0:10.939,1:04.933
6+6+8.R,0:10.878,1:15.873
6+6+8.R,0:10.921,1:26.752
6+6+8.R,0:10.921,1:37.673
x.R,0:01.432,1:48.595
x.R,0:07.292,0:00.000
8.R,0:14.117,0:07.292
8.R,0:14.117,0:21.409
8.R,0:14.117,0:35.527
8.R,0:14.117,0:49.644
8.R,0:14.117,1:03.762
8.R,0:15.882,1:17.880
8.R,0:12.352,1:33.762
4.R,0:07.058,1:46.115
8.R,0:14.117,1:53.174
8.R,0:14.117,2:07.292
8.R,0:14.117,2:21.409
8.R,0:14.117,2:35.527
8.R,0:14.117,2:49.644
8.R,0:14.117,3:03.762
8.R,0:14.117,3:17.880
8.R,0:14.117,3:31.997
8.R,0:14.117,3:46.115
8.R,0:14.117,4:00.233
8.R,0:14.117,4:14.350
4.R,0:07.058,4:28.468
8.R,0:14.117,4:35.527
8.R,0:14.117,4:49.644
8.R,0:14.117,5:03.762
x.R,0:05.119,5:17.880
x.R,0:10.060,0:00.000
4.R,0:07.218,0:10.060
8.R,0:14.436,0:17.278
8.R,0:14.436,0:31.714
8.R,0:14.436,0:46.150
8.R,0:14.436,1:00.586
4.R,0:07.218,1:15.022
8.R,0:14.436,1:22.241
8.R,0:14.436,1:36.677
8.R,0:14.436,1:51.113
8.R,0:14.436,2:05.549
8.R,0:14.436,2:19.985
8.R,0:14.436,2:34.421
8.R,0:14.436,2:48.857
4.R,0:07.218,3:03.293
8.R,0:14.436,3:10.511
x.R,0:12.332,3:24.947
12.R,0:22.272,0:00.076
8.R,0:14.848,0:22.348
8.R,0:14.848,0:37.197
8.R,0:14.848,0:52.046
8.R,0:14.848,1:06.894
8.R,0:14.848,1:21.743
8.R,0:14.848,1:36.592
8.R,0:14.848,1:51.450
8.R,0:14.848,2:06.298
8.R,0:14.848,2:21.147
8.R,0:14.848,2:36.016
8.R,0:14.848,2:50.864
8.R,0:14.848,3:05.713
8.R,0:14.848,3:20.561
8.R,0:14.848,3:35.410
12.R,0:21.170,0:00.000
8.R,0:14.065,0:21.170
8.R,0:14.065,0:35.236
8.R,0:14.065,0:49.302
8.R,0:14.065,1:03.368
8.R,0:14.065,1:17.434
8.R,0:14.065,1:31.500
8.R,0:14.065,1:45.566
8.R,0:14.065,1:59.632
8.R,0:14.065,2:13.698
8.R,0:14.065,2:27.764
8.R,0:14.065,2:41.830
8.R,0:14.065,2:55.896
8.R,0:14.065,3:09.962
8.R,0:14.065,3:24.028
8.R,0:14.065,3:38.094
8.R,0:14.065,3:52.159
8.R,0:14.065,4:06.225
8.R,0:14.065,4:20.291
8.R,0:14.065,4:34.357
8.R,0:14.065,4:48.423
8.R,0:14.065,5:02.489
x.R,0:09.484,5:16.555
8.R,0:15.867,0:00.294
8.R,0:15.867,0:16.162
8.R,0:15.867,0:32.029
8.R,0:15.867,0:47.897
8.R,0:15.867,1:03.765
8.R,0:15.867,1:19.633
8.R,0:15.867,1:35.500
x.R,0:01.487,1:51.368
8.R,0:15.867,1:52.856
8.R,0:15.867,2:08.724
8.R,0:15.867,2:24.591
8.R,0:15.867,2:40.459
8.R,0:15.867,2:56.327
8.R,0:15.867,3:12.195
8.R,0:15.867,3:28.062
8.R,0:15.867,3:43.930
8.R,0:15.867,3:59.809
x.R,0:12.135,4:15.677
8.R,0:29.767,0:00.230
8.R,0:14.883,0:29.997
8.R,0:14.883,0:44.881
8.R,0:14.883,0:59.765
8.R,0:14.883,1:14.648
8.R,0:14.883,1:29.532
4.R,0:07.441,1:44.416
8.R,0:14.883,1:51.858
8.R,0:14.883,2:06.741
8.R,0:14.883,2:21.625
8.R,0:14.883,2:36.509
8.R,0:14.883,2:51.393
8.R,0:14.883,3:06.276
8.R,0:14.883,3:21.160
x.R,0:00.875,3:36.044
8.R,0:14.316,0:00.000
8.R,0:14.222,0:14.316
8.R,0:14.222,0:28.539
8.R,0:14.222,0:42.761
8.R,0:14.222,0:56.983
8.R,0:14.222,1:11.205
4.R,0:07.111,1:25.427
8.R,0:14.222,1:32.539
8.R,0:14.222,1:46.761
8.R,0:14.222,2:00.983
8.R,0:14.222,2:15.205
8.R,0:14.222,2:29.427
8.R,0:14.222,2:43.650
8.R,0:14.222,2:57.872
8.R,0:14.222,3:12.094
8.R,0:14.222,3:26.316
8.R,0:14.222,3:40.539
8.R,0:14.222,3:54.761
8.R,0:14.222,4:08.983
8.R,0:14.222,4:23.205
8.R,0:14.222,4:37.427
8.R,0:14.222,4:51.650
x.R,0:06.674,5:05.872
x.R,0:06.436,0:00.000
8.R,0:13.061,0:06.436
8.R,0:13.061,0:19.497
8.R,0:13.061,0:32.559
8.R,0:13.061,0:45.620
8.R,0:13.061,0:58.681
8.R,0:13.061,1:11.742
8.R,0:13.061,1:24.804
8.R,0:13.061,1:37.865
8.R,0:13.061,1:50.926
8.R,0:13.061,2:03.987
8.R,0:13.061,2:17.048
8.R,0:13.061,2:30.110
8.R,0:13.061,2:43.171
8.R,0:13.061,2:56.232
8.R,0:13.061,3:09.293
8.R,0:13.061,3:22.355
x.R,0:10.037,3:35.416
8.R,0:14.189,0:00.000
8.R,0:14.014,0:14.189
8.R,0:14.014,0:28.204
8.R,0:14.014,0:42.218
8.R,0:14.014,0:56.233
8.R,0:14.014,1:10.248
8.R,0:14.014,1:24.262
8.R,0:14.014,1:38.277
8.R,0:14.014,1:52.291
8.R,0:14.014,2:06.306
8.R,0:14.014,2:20.321
8.R,0:14.014,2:34.335
8.R,0:14.014,2:48.350
8.R,0:14.014,3:02.364
8.R,0:14.014,3:16.379
8.R,0:14.014,3:30.394
8.R,0:14.014,3:44.408
8.R,0:14.014,3:58.423
8.R,0:14.014,4:12.437
8.R,0:14.014,4:26.452
x.R,0:10.052,4:40.467
4.R,0:09.112,0:00.317
8.R,0:18.224,0:09.430
8.R,0:18.224,0:27.655
8.R,0:18.224,0:45.880
8.R,0:18.224,1:04.105
8.R,0:18.224,1:22.329
8.R,0:18.224,1:40.554
4.R,0:09.077,1:58.779
8.R,0:18.224,2:07.857
8.R,0:18.224,2:26.082
8.R,0:18.224,2:44.307
8.R,0:18.224,3:02.532
8.R,0:18.208,3:20.757
8.R,0:18.224,3:38.966
8.R,0:18.224,3:57.191
x.R,0:16.210,4:15.416
8.R,0:14.403,0:00.264
8.R,0:14.403,0:14.668
8.R,0:14.403,0:29.072
8.R,0:14.403,0:43.475
8.R,0:14.403,0:57.879
8.R,0:14.403,1:12.282
8.R,0:14.403,1:26.686
8.R,0:14.403,1:41.090
4.R,0:07.201,1:55.520
8.R,0:14.403,2:02.722
8.R,0:14.403,2:17.125
8.R,0:14.403,2:31.529
8.R,0:14.403,2:45.932
8.R,0:14.403,3:00.336
8.R,0:14.403,3:14.740
x.R,0:10.776,3:29.143
x.R,0:11.306,0:00.000
8.R,0:14.600,0:11.341
8.R,0:14.600,0:25.942
8.R,0:14.600,0:40.542
8.R,0:14.600,0:55.204
8.R,0:14.600,1:09.804
8.R,0:14.565,1:24.405
8.R,0:14.282,1:38.971
8.R,0:14.623,1:53.254
x.R,0:15.348,2:07.878
8.R,0:14.014,0:00.228
8.R,0:14.014,0:14.243
8.R,0:14.014,0:28.257
8.R,0:14.014,0:42.272
8.R,0:14.014,0:56.286
8.R,0:14.014,1:10.301
6.R,0:10.510,1:24.316
6.R,0:10.510,1:34.826
6.R,0:10.510,1:45.337
6.R,0:10.510,1:55.848
6.R,0:10.510,2:06.359
6.R,0:10.510,2:16.870
6.R,0:10.510,2:27.381
6.R,0:10.510,2:37.892
6.R,0:10.510,2:48.403
6.R,0:10.510,2:58.914
4.R,0:07.007,3:09.425
6.R,0:10.510,3:16.432
6.R,0:10.510,3:26.943
6.R,0:10.510,3:37.454
6.R,0:10.510,3:47.965
6.R,0:10.510,3:58.476
6.R,0:10.510,4:08.987
6.R,0:10.510,4:19.498
6.R,0:10.510,4:30.009
6.R,0:10.510,4:40.520
6.R,0:10.510,4:51.031
6.R,0:10.510,5:01.542
6.R,0:10.510,5:12.053
x.R,0:09.542,5:22.564
8.R,0:15.204,0:00.256
8.R,0:15.203,0:15.461
8.R,0:15.197,0:30.665
8.R,0:15.199,0:45.862
8.R,0:15.204,1:01.062
8.R,0:15.204,1:16.267
8.R,0:15.204,1:31.471
8.R,0:15.204,1:46.676
8.R,0:15.204,2:01.881
12.R,0:22.807,2:17.086
8.R,0:15.204,2:39.894
8.R,0:15.204,2:55.098
8.R,0:15.204,3:10.303
4.R,0:07.602,3:25.508
8.R,0:15.204,3:33.111
8.R,0:15.204,3:48.316
8.R,0:15.204,4:03.521
x.R,0:07.914,4:18.725
8.R,0:14.014,0:00.234
8.R,0:14.014,0:14.249
8.R,0:14.014,0:28.263
8.R,0:14.014,0:42.278
8.R,0:14.014,0:56.292
8.R,0:14.014,1:10.307
8.R,0:14.014,1:24.322
8.R,0:14.014,1:38.336
8.R,0:14.014,1:52.351
8.R,0:14.014,2:06.365
8.R,0:14.014,2:20.380
8.R,0:14.014,2:34.395
8.R,0:14.014,2:48.409
x.R,0:09.589,3:02.424
8.R,0:14.269,0:00.000
8.R,0:14.014,0:14.269
8.R,0:14.014,0:28.283
8.R,0:14.014,0:42.298
8.R,0:14.014,0:56.312
8.R,0:14.014,1:10.327
8.R,0:17.518,1:24.342
8.R,0:14.014,1:41.860
8.R,0:14.014,1:55.874
8.R,0:13.994,2:09.889
4.R,0:07.027,2:23.904
8.R,0:14.014,2:30.931
4.R,0:06.993,2:44.946
8.R,0:14.014,2:51.939
12.R,0:21.021,3:05.954
8.R,0:14.014,3:26.976
6.R,0:10.510,3:40.990
8.R,0:14.014,3:51.501
8.R,0:14.014,4:05.516
8.R,0:14.014,4:19.531
8.R,0:14.014,4:33.545
8.R,0:14.014,4:47.560
x.R,0:12.705,5:01.574
4.R,0:07.007,0:00.312
4.R,0:07.007,0:07.320
4.R,0:07.007,0:14.327
4.R,0:07.007,0:21.334
4.R,0:07.007,0:28.342
4.R,0:07.007,0:35.349
4.R,0:07.007,0:42.356
4.R,0:07.007,0:49.363
4.R,0:07.007,0:56.371
4.R,0:07.007,1:03.378
4.R,0:07.007,1:10.385
4.R,0:07.007,1:17.393
4.R,0:07.007,1:24.400
4.R,0:07.007,1:31.407
4.R,0:07.007,1:38.415
4.R,0:07.007,1:45.422
4.R,0:07.007,1:52.429
6.R,0:10.510,1:59.436
4.R,0:07.007,2:09.947
4.R,0:07.007,2:16.955
3.R,0:05.255,2:23.962
4.R,0:08.759,2:29.217
x.R,0:13.209,2:37.977
8.R,0:14.625,0:00.210
4.R,0:07.312,0:14.836
8.R,0:14.625,0:22.148
8.R,0:14.625,0:36.774
8.R,0:14.625,0:51.399
8.R,0:14.625,1:06.024
8.R,0:14.625,1:20.649
8.R,0:14.625,1:35.274
4.R,0:07.312,1:49.900
8.R,0:14.625,1:57.212
8.R,0:14.625,2:11.837
8.R,0:14.625,2:26.463
8.R,0:14.625,2:41.088
8.R,0:14.625,2:55.713
8.R,0:14.625,3:10.338
8.R,0:14.625,3:24.964
8.R,0:14.625,3:39.589
8.R,0:14.625,3:54.214
8.R,0:14.625,4:08.839
12.R,0:21.904,4:23.465
8.R,0:14.625,4:45.369
8.R,0:14.625,4:59.995
8.R,0:14.625,5:14.620
8.R,0:14.625,5:29.245
8.R,0:14.625,5:43.870
x.R,0:12.530,5:58.495
8.R,0:14.964,0:03.194
8.R,0:14.964,0:18.159
8.R,0:14.964,0:33.124
8.R,0:14.964,0:48.089
8.R,0:14.964,1:03.054
8.R,0:14.964,1:18.019
8.R,0:14.964,1:32.984
8.R,0:14.964,1:47.949
8.R,0:14.964,2:02.914
8.R,0:14.964,2:17.879
8.R,0:14.964,2:32.844
8.R,0:14.964,2:47.809
8.R,0:14.964,3:02.774
8.R,0:14.964,3:17.739
8.R,0:14.964,3:32.703
8.R,0:14.964,3:47.668
4.R,0:07.600,0:00.018
8.R,0:15.201,0:07.619
8.R,0:15.201,0:22.821
8.R,0:15.201,0:38.023
8.R,0:15.201,0:53.225
8.R,0:15.201,1:08.427
8.R,0:15.201,1:23.629
8.R,0:15.201,1:38.831
8.R,0:15.201,1:54.033
8.R,0:15.201,2:09.235
8.R,0:15.201,2:24.437
8.R,0:15.201,2:39.638
8.R,0:15.201,2:54.840
8.R,0:15.201,3:10.042
8.R,0:15.201,3:25.244
x.R,0:13.793,3:40.446
8.R,0:15.000,0:00.019
8.R,0:15.000,0:15.019
8.R,0:15.000,0:30.019
8.R,0:15.000,0:45.019
8.R,0:15.000,1:00.019
8.R,0:15.000,1:15.019
8.R,0:15.000,1:30.019
8.R,0:15.000,1:45.019
8.R,0:15.000,2:00.019
8.R,0:15.000,2:15.037
8.R,0:15.000,2:30.037
8.R,0:15.000,2:45.037
10.R,0:18.750,3:00.037
8.R,0:15.000,3:18.787
8.R,0:15.000,3:33.787
8.R,0:15.000,3:48.787
8.R,0:15.000,4:03.787
x.R,0:08.905,4:18.787
8.R,0:15.474,0:00.000
8.R,0:15.330,0:15.474
4.R,0:07.695,0:30.804
8.R,0:15.423,0:38.500
8.R,0:15.371,0:53.923
8.R,0:15.372,1:09.295
8.R,0:15.372,1:24.667
8.R,0:15.372,1:40.039
?.R,0:32.834,1:55.411
8.R,0:15.388,2:28.246
8.R,0:15.409,2:43.634
8.R,0:15.388,2:59.044
8.R,0:15.286,3:14.432
x.R,0:11.573,3:29.719
8.R,0:15.609,0:00.026
8.R,0:15.609,0:15.636
8.R,0:15.609,0:31.245
8.R,0:15.609,0:46.855
8.R,0:15.609,1:02.465
8.R,0:15.609,1:18.075
8.R,0:15.609,1:33.685
8.R,0:15.609,1:49.294
8.R,0:15.609,2:04.904
8.R,0:15.609,2:20.514
8.R,0:15.609,2:36.124
