TIMESTAMP
1.25
13.50
28.78
35.71
41.02
54.11
71.12
77.35
83.19
102.37
108.47
113.15
121.29
133.83
144.16
148.76
162.97
167.65
175.45
182.67
206.33
212.92
217.77
222.44
