TIMESTAMP
1.02
13.44
26.96
37.91
42.69
55.61
69.06
97.99
113.53
134.85
155.78
171.20
178.41
192.52
213.52
221.46
240.00
251.69
256.05
271.71
286.38
290.59
298.49
307.94
315.29
319.24
