TIMESTAMP
0.81
6.06
12.11
22.11
27.38
45.21
51.06
70.68
75.07
87.82
100.53
105.94
113.14
118.12
125.17
133.98
154.46
186.83
192.21
202.45
208.65
212.68
216.92
