TIMESTAMP
1.14
7.35
21.76
52.95
57.67
63.92
68.45
75.23
80.56
85.12
91.48
96.06
106.25
110.93
116.55
121.92
130.03
134.88
141.49
146.72
154.66
204.65
220.39
224.80
229.73
232.84
