TIMESTAMP
1.09
12.83
21.07
26.09
31.20
36.40
70.96
77.55
85.72
97.61
106.95
113.95
124.38
137.66
143.59
149.33
153.37
160.39
167.23
207.20
219.31
232.14
237.18
238.03
