TIMESTAMP
1.04
14.71
22.44
29.06
36.13
49.32
63.38
79.91
92.87
110.97
116.29
137.02
146.18
176.03
180.79
190.67
195.21
203.02
220.19
225.87
233.94
241.84
247.23
263.63
329.13
348.61
353.79
368.91
371.03
