TIMESTAMP
0.87
16.37
31.31
62.45
67.37
75.14
124.75
130.66
144.37
150.77
156.35
171.26
186.53
217.29
224.18
240.40
269.56
297.22
302.80
318.30
329.20
333.50
338.22
340.09
