TIMESTAMP
0.85
5.41
18.97
23.22
28.29
33.22
41.75
46.73
51.73
57.74
64.95
78.92
83.75
89.42
94.67
99.58
116.60
148.22
180.31
222.80
227.01
232.52
238.33

