TIME,VALUE,DURATION,LABEL
0.000000000,1,32.800000000,A
32.800000000,2,14.800000000,B
47.600000000,3,62.200000000,C
109.800000000,4,4.400000000,D
114.200000000,5,10.000000000,E
124.200000000,4,5.800000000,D
130.000000000,5,11.800000000,E
141.800000000,6,30.400000000,F
172.200000000,1,14.600000000,A
186.800000000,4,5.800000000,D
192.600000000,5,9.600000000,E
202.200000000,4,6.000000000,D
208.200000000,5,9.600000000,E
217.800000000,4,5.800000000,D
223.600000000,5,9.800000000,E
233.400000000,4,6.000000000,D
239.400000000,5,10.200000000,E
249.600000000,7,15.400000000,G
265.000000000,1,23.800000000,A
