TIME,VALUE,DURATION,LABEL
0.000000000,1,19.200000000,A
19.200000000,2,28.800000000,B
48.000000000,3,10.400000000,C
58.400000000,4,8.800000000,D
67.200000000,5,6.200000000,E
73.400000000,4,11.800000000,D
85.200000000,5,4.200000000,E
89.400000000,6,5.400000000,F
94.800000000,1,9.000000000,A
103.800000000,6,5.000000000,F
108.800000000,7,4.400000000,G
113.200000000,1,5.600000000,A
118.800000000,6,5.000000000,F
123.800000000,7,5.000000000,G
128.800000000,8,5.400000000,H
134.200000000,6,4.400000000,F
138.600000000,7,5.200000000,G
143.800000000,8,5.600000000,H
149.400000000,6,4.200000000,F
153.600000000,7,5.200000000,G
158.800000000,8,11.800000000,H
170.600000000,1,36.200000000,A
206.800000000,8,5.800000000,H
212.600000000,6,5.000000000,F
217.600000000,7,4.800000000,G
222.400000000,8,5.800000000,H
228.200000000,6,4.200000000,F
232.400000000,7,5.000000000,G
237.400000000,8,5.800000000,H
243.200000000,6,4.200000000,F
247.400000000,7,5.000000000,G
252.400000000,8,6.200000000,H
258.600000000,1,9.000000000,A
