TIME,VALUE,DURATION,LABEL
0.000000000,1,8.000000000,A
8.000000000,2,23.400000000,B
31.400000000,3,9.800000000,C
41.200000000,4,11.000000000,D
52.200000000,5,11.000000000,E
63.200000000,6,7.600000000,F
70.800000000,5,7.800000000,E
78.600000000,6,5.200000000,F
83.800000000,4,31.200000000,D
115.000000000,2,33.000000000,B
148.000000000,4,14.200000000,D
162.200000000,5,10.600000000,E
172.800000000,6,6.400000000,F
179.200000000,4,13.600000000,D
192.800000000,7,16.000000000,G
208.800000000,1,12.400000000,A
