TIME,VALUE,DURATION,LABEL
0.0,0,15.394829932,N1
15.394829932,4,14.315102041,D
29.709931973,0,13.421133787,N2
43.13106576,2,14.326712018,B
57.457777778,2,14.315102041,B
71.772879819,2,14.315102041,B
86.087981859,3,14.70984127,C
100.797823129,3,14.814331066,C
115.612154195,1,14.315102041,A
129.927256236,1,14.315102041,A
144.242358277,1,14.315102041,A
158.557460317,1,14.326712018,A
172.884172336,0,27.736235828,N5
200.620408163,3,15.209070295,C
215.829478458,1,14.315102041,A
230.144580499,1,14.315102041,A
244.45968254,1,14.315102041,A
258.77478458,1,14.326712018,A
273.101496599,1,14.315102041,A
287.416598639,1,14.315102041,A
301.73170068,1,14.338321995,A
316.070022676,4,14.466031746,D
330.536054422,0,17.194376417,N7
