TIME,VALUE,DURATION,LABEL
0.0,0,16.962176871,N1
16.962176871,4,11.71446712,D
28.676643991,3,14.454421769,C
43.13106576,1,14.071292517,A
57.202358277,0,5.479909297,N4
62.682267574,1,14.512471655,A
77.194739229,4,12.097596372,D
89.292335601,2,9.984580499,B
99.2769161,0,5.189659864,N6
104.466575964,1,12.933514739,A
117.400090703,0,6.652517007,N7
124.05260771,1,14.825941043,A
138.878548753,0,8.579773243,N8
147.458321995,2,14.814331066,B
162.272653061,1,20.526439909,A
182.799092971,1,25.263310658,A
208.062403628,2,14.373151927,B
222.435555556,3,14.744671202,C
237.180226757,0,11.563537415,N11
