TIME,VALUE,DURATION,LABEL
0.0,0,21.257868481,N1
21.257868481,1,10.356099773,A
31.613968254,0,4.458231293,N2
36.072199546,1,11.946666667,A
48.018866213,3,8.649433107,C
56.66829932,0,6.954376417,N4
63.622675737,1,12.074376417,A
75.697052154,1,12.666485261,A
88.363537415,2,43.154285714,B
131.517823129,0,7.174965986,N6
138.692789116,1,12.561995465,A
151.25478458,0,7.000816327,N7
158.255600907,3,15.209070295,C
173.464671202,1,14.140952381,A
187.605623583,1,12.132426304,A
199.738049887,2,42.13260771,B
241.870657596,0,29.454512472,N10
