TIME,VALUE,DURATION,LABEL
0.000000000,1,13.600000000,A
13.600000000,2,6.600000000,B
20.200000000,3,3.200000000,C
23.400000000,2,3.600000000,B
27.000000000,3,3.600000000,C
30.600000000,4,4.800000000,D
35.400000000,2,2.600000000,B
38.000000000,3,3.800000000,C
41.800000000,4,4.400000000,D
46.200000000,5,18.600000000,E
64.800000000,6,3.400000000,F
68.200000000,7,4.400000000,G
72.600000000,8,2.400000000,H
75.000000000,6,4.200000000,F
79.200000000,7,4.200000000,G
83.400000000,8,2.600000000,H
86.000000000,6,4.000000000,F
90.000000000,7,4.400000000,G
94.400000000,8,2.400000000,H
96.800000000,6,4.000000000,F
100.800000000,7,4.400000000,G
105.200000000,8,3.200000000,H
108.400000000,3,4.400000000,C
