TIME,VALUE,DURATION,LABEL
0.000000000,1,18.800000000,A
18.800000000,2,3.400000000,B
22.200000000,1,4.200000000,A
26.400000000,2,4.200000000,B
30.600000000,3,3.800000000,C
34.400000000,1,3.200000000,A
37.600000000,2,4.200000000,B
41.800000000,3,2.400000000,C
44.200000000,4,3.200000000,D
47.400000000,5,7.200000000,E
54.600000000,4,2.400000000,D
57.000000000,5,7.200000000,E
64.200000000,6,4.000000000,F
68.200000000,7,5.600000000,G
73.800000000,8,3.000000000,H
76.800000000,6,2.400000000,F
79.200000000,7,5.800000000,G
85.000000000,8,2.800000000,H
87.800000000,6,2.200000000,F
90.000000000,7,5.400000000,G
95.400000000,8,3.400000000,H
98.800000000,6,2.200000000,F
101.000000000,7,5.600000000,G
106.600000000,8,2.400000000,H
109.000000000,2,3.800000000,B
