TIME,VALUE,DURATION,LABEL
0.000000000,0,15.545759637,N1
15.545759637,2,15.754739229,B
31.300498866,0,17.089886621,N2
48.390385488,2,15.766349206,B
64.156734694,0,19.260952381,N3
83.417687075,2,15.789569161,B
99.207256236,0,9.589841270,N4
108.797097506,1,21.037278912,A
129.834376417,1,21.025668934,A
150.860045351,1,21.014058957,A
171.874104308,0,5.700498866,N5
177.574603175,3,14.013242630,C
191.587845805,0,8.301133787,N6
199.888979592,1,21.037278912,A
220.926258503,0,21.014058957,N7
241.940317460,1,21.025668934,A
262.965986395,1,21.014058957,A
283.980045351,1,21.025668934,A
305.005714286,0,5.688888889,N8
310.694603175,3,14.013242630,C
324.707845805,0,6.965986395,N9
