TIME,VALUE,DURATION,LABEL
0.000000000,0,0.603718821,N1
0.603718821,1,15.685079365,A
16.288798186,2,14.315102041,B
30.603900227,2,12.991564626,B
43.595464853,1,14.326712018,A
57.922176871,1,14.326712018,A
72.248888889,1,14.326712018,A
86.575600907,1,14.326712018,A
100.902312925,1,14.326712018,A
115.229024943,1,14.338321995,A
129.567346939,1,15.673469388,A
145.240816327,2,12.538775510,B
157.779591837,0,14.767891156,N12
172.547482993,1,14.326712018,A
186.874195011,1,14.326712018,A
201.200907029,1,14.779501134,A
215.980408163,1,13.873922902,A
229.854331066,1,14.338321995,A
244.192653061,1,12.515555556,A
256.708208617,0,11.795736961,N18
