TIME,VALUE,DURATION,LABEL
0.000000000,0,26.006349206,N1
26.006349206,2,12.260136054,B
38.266485261,0,5.247709751,N2
43.514195011,2,12.271746032,B
55.785941043,0,8.753922902,N3
64.539863946,2,12.271746032,B
76.811609977,0,8.753922902,N4
85.565532880,2,12.271746032,B
97.837278912,0,7.883174603,N5
105.720453515,1,14.013242630,A
119.733696145,1,14.013242630,A
133.746938776,1,14.013242630,A
147.760181406,1,14.024852608,A
161.785034014,1,14.013242630,A
175.798276644,0,6.118458050,N6
181.916734694,3,14.907210884,C
196.823945578,1,14.013242630,A
210.837188209,1,14.013242630,A
224.850430839,1,14.024852608,A
238.875283447,0,14.895600907,N8
253.770884354,2,12.260136054,B
266.031020408,3,14.024852608,C
280.055873016,0,10.019410431,N9
