TIME,VALUE,DURATION,LABEL
0.000000000,0,16.915736961,N1
16.915736961,1,13.548843537,A
30.464580499,0,9.671111111,N2
40.135691610,1,15.487709751,A
55.623401361,1,15.476099773,A
71.099501134,1,15.487709751,A
86.587210884,1,13.548843537,A
100.136054422,0,9.682721088,N6
109.818775510,1,15.476099773,A
125.294875283,1,15.487709751,A
140.782585034,1,13.548843537,A
154.331428571,0,25.158820862,N9
179.490249433,1,13.548843537,A
193.039092971,0,17.414965986,N10
210.454058957,1,13.560453515,A
224.014512472,0,7.128526077,N11
