TIME,VALUE,DURATION,LABEL
0.000000000,0,22.465306122,N1
22.465306122,2,14.187392290,B
36.652698413,2,12.411065760,B
49.063764172,0,9.752380952,N3
58.816145125,1,14.187392290,A
73.003537415,0,26.819047619,N4
99.822585034,1,14.199002268,A
114.021587302,0,7.964444444,N5
121.986031746,1,14.187392290,A
136.173424036,0,48.982494331,N6
185.155918367,1,14.187392290,A
199.343310658,0,14.628571429,N7
213.971882086,1,14.187392290,A
228.159274376,2,12.411065760,B
240.570340136,0,17.287256236,N8
257.857596372,1,14.187392290,A
272.044988662,0,6.199727891,N9
278.244716553,1,14.187392290,A
292.432108844,0,10.623129252,N10
