TIME,VALUE,DURATION,LABEL
0.000000000,0,7.836734694,N1
7.836734694,2,30.000181406,B
37.836916100,2,30.952199546,B
68.789115646,4,15.232290249,D
84.021405896,4,15.719909297,D
99.741315193,1,15.650249433,A
115.391564626,1,14.988480726,A
130.380045351,1,15.243900227,A
145.623945578,1,15.232290249,A
160.856235828,1,15.069750567,A
175.925986395,1,15.650249433,A
191.576235828,1,15.301950113,A
206.878185941,2,30.000181406,B
236.878367347,3,15.243900227,C
252.122267574,3,17.136326531,C
269.258594104,2,31.439818594,B
