TIME,VALUE,DURATION,LABEL
0.000000000,0,4.481451247,N1
4.481451247,2,19.806621315,B
24.288072562,0,19.795011338,N2
44.083083900,2,19.806621315,B
63.889705215,0,8.997732426,N3
72.887437642,1,14.396371882,A
87.283809524,1,14.407981859,A
101.691791383,0,14.396371882,N4
116.088163265,1,14.396371882,A
130.484535147,1,14.407981859,A
144.892517007,1,14.396371882,A
159.288888889,1,14.396371882,A
173.685260771,1,14.407981859,A
188.093242630,0,43.189115646,N5
231.282358277,1,14.407981859,A
245.690340136,1,14.396371882,A
260.086712018,1,14.396371882,A
274.483083900,0,5.398639456,N6
279.881723356,2,19.806621315,B
299.688344671,0,10.808888889,N7
310.497233560,2,19.795011338,B
330.292244898,0,18.575963719,N8
