TIME,VALUE,DURATION,LABEL
0.000000000,0,8.068934240,N1
8.068934240,1,15.685079365,A
23.754013605,1,15.197460317,A
38.951473923,1,13.305034014,A
52.256507937,0,9.496961451,N4
61.753469388,1,15.209070295,A
76.962539683,1,13.305034014,A
90.267573696,0,9.508571429,N6
99.776145125,1,15.673469388,A
115.449614512,1,15.209070295,A
130.658684807,1,15.197460317,A
145.856145125,1,14.733061224,A
160.589206349,1,15.197460317,A
175.786666667,1,15.209070295,A
190.995736961,1,15.673469388,A
206.669206349,1,13.305034014,A
219.974240363,0,13.688163265,N14
