TIME,VALUE,DURATION,LABEL
0.0,0,11.331337868,N1
11.331337868,2,15.499319728,B
26.830657596,2,16.497777778,B
43.328435374,1,15.499319728,A
58.827755102,1,15.510929705,A
74.338684807,0,14.53569161,N4
88.874376417,2,16.4861678,B
105.360544218,1,15.510929705,A
120.871473923,1,15.510929705,A
136.382403628,0,14.547301587,N6
150.929705215,2,15.998548753,B
166.928253968,1,15.975328798,A
182.903582766,1,15.510929705,A
198.414512472,1,15.510929705,A
213.925442177,1,15.510929705,A
229.436371882,0,13.781043084,N9
