TIME,VALUE,DURATION,LABEL
0.0,1,36.8,1
36.8,2,14.0,2
50.8,3,7.8,3
58.6,4,7.0,4
65.6,3,8.2,3
73.8,4,6.8,4
80.6,3,8.0,3
88.6,4,5.4,4
94.0,1,13.6,1
107.6,5,17.6,5
125.2,6,6.6,6
131.8,5,8.4,5
140.2,6,6.6,6
146.8,5,7.4,5
154.2,6,8.0,6
162.2,5,20.2,5
182.4,1,17.8,1
200.2,3,8.4,3
208.6,4,6.4,4
215.0,3,10.4,3
225.4,7,14.0,7
239.4,1,5.6,1
