TIME,VALUE,DURATION,LABEL
0.0,1,24.6,1
24.6,2,6.6,2
31.2,3,9.6,3
40.8,2,7.2,2
48.0,4,4.4,4
52.4,1,7.8,1
60.2,5,8.2,5
68.4,6,8.8,6
77.2,5,8.0,5
85.2,7,9.0,7
94.2,4,4.8,4
99.0,2,5.0,2
104.0,4,10.4,4
114.4,2,5.0,2
119.4,4,7.8,4
127.2,1,10.0,1
137.2,5,4.2,5
141.4,6,8.8,6
150.2,5,6.8,5
157.0,6,8.6,6
165.6,5,8.0,5
173.6,7,18.8,7
192.4,1,25.2,1
