Precision (Folder1),Recall (Folder1),Precision (Folder2),Recall (Folder2),Precision Difference,Recall Difference
precision_recall_differenceQMLeftVSGT.csv,0.0137,0.0137,precision_recall_differenceSegmentinoLeftVSGT.csv,0.0137,0.0137,0.0000,0.0000
