TIME,VALUE,DURATION,LABEL
0.000000000,1,23.000000000,A
23.000000000,2,4.600000000,B
27.600000000,3,5.400000000,C
33.000000000,4,1.200000000,D
34.200000000,2,3.400000000,B
37.600000000,3,5.800000000,C
43.400000000,4,21.400000000,D
64.800000000,5,3.400000000,E
68.200000000,6,2.200000000,F
70.400000000,7,2.800000000,G
73.200000000,8,3.200000000,H
76.400000000,5,2.800000000,E
79.200000000,6,2.000000000,F
81.200000000,7,2.800000000,G
84.000000000,8,3.600000000,H
87.600000000,5,2.800000000,E
90.400000000,6,1.800000000,F
92.200000000,7,2.800000000,G
95.000000000,8,3.400000000,H
98.400000000,5,2.800000000,E
101.200000000,6,2.000000000,F
103.200000000,7,2.800000000,G
106.000000000,8,1.800000000,H
107.800000000,4,1.400000000,D
109.200000000,1,3.600000000,A
