TIME,VALUE,DURATION,LABEL
0.000000000,1,12.800000000,A
12.800000000,2,3.400000000,B
16.200000000,3,5.800000000,C
22.000000000,4,1.800000000,D
23.800000000,2,3.400000000,B
27.200000000,3,1.000000000,C
28.200000000,4,5.000000000,D
33.200000000,2,5.200000000,B
38.400000000,3,1.000000000,C
39.400000000,4,4.400000000,D
43.800000000,5,5.600000000,E
49.400000000,3,4.000000000,C
53.400000000,5,5.800000000,E
59.200000000,3,5.800000000,C
65.000000000,6,3.200000000,F
68.200000000,7,4.600000000,G
72.800000000,8,3.800000000,H
76.600000000,6,2.600000000,F
79.200000000,7,4.800000000,G
84.000000000,8,3.200000000,H
87.200000000,6,2.800000000,F
90.000000000,7,4.600000000,G
94.600000000,8,3.600000000,H
98.200000000,6,2.800000000,F
101.000000000,7,4.800000000,G
105.800000000,8,3.800000000,H
109.600000000,3,3.200000000,C
