TIME,VALUE,DURATION,LABEL
0.000000000,1,20.800000000,A
20.800000000,2,2.800000000,B
23.600000000,1,3.000000000,A
26.600000000,2,7.800000000,B
34.400000000,1,3.600000000,A
38.000000000,2,6.000000000,B
44.000000000,3,3.600000000,C
47.600000000,4,7.600000000,D
55.200000000,3,2.200000000,C
57.400000000,4,7.000000000,D
64.400000000,5,1.600000000,E
66.000000000,6,1.800000000,F
67.800000000,7,3.200000000,G
71.000000000,8,3.400000000,H
74.400000000,5,2.600000000,E
77.000000000,6,2.000000000,F
79.000000000,7,3.000000000,G
82.000000000,8,3.400000000,H
85.400000000,5,2.600000000,E
88.000000000,6,2.000000000,F
90.000000000,7,3.000000000,G
93.000000000,8,3.200000000,H
96.200000000,5,2.600000000,E
98.800000000,6,2.200000000,F
101.000000000,7,2.800000000,G
103.800000000,8,3.400000000,H
107.200000000,5,2.000000000,E
109.200000000,3,3.600000000,C
