TIME,VALUE,DURATION,LABEL
0.000000000,1,12.600000000,A
12.600000000,2,10.200000000,B
22.800000000,3,2.400000000,C
25.200000000,2,5.000000000,B
30.200000000,3,5.800000000,C
36.000000000,2,5.200000000,B
41.200000000,3,4.000000000,C
45.200000000,1,18.800000000,A
64.000000000,4,3.200000000,D
67.200000000,5,2.800000000,E
70.000000000,6,2.400000000,F
72.400000000,7,2.200000000,G
74.600000000,8,1.800000000,H
76.400000000,4,1.800000000,D
78.200000000,5,2.800000000,E
81.000000000,6,2.600000000,F
83.600000000,7,1.800000000,G
85.400000000,8,1.800000000,H
87.200000000,4,1.800000000,D
89.000000000,5,3.000000000,E
92.000000000,6,2.400000000,F
94.400000000,7,2.000000000,G
96.400000000,8,2.000000000,H
98.400000000,4,1.800000000,D
100.200000000,5,2.800000000,E
103.000000000,6,2.400000000,F
105.400000000,7,2.000000000,G
107.400000000,8,1.600000000,H
109.000000000,2,3.800000000,B
