TIME,VALUE,DURATION,LABEL
0.000000000,1,13.600000000,A
13.600000000,2,17.000000000,B
30.600000000,3,3.800000000,C
34.400000000,2,7.400000000,B
41.800000000,3,3.400000000,C
45.200000000,4,19.200000000,D
64.400000000,5,1.800000000,E
66.200000000,6,2.200000000,F
68.400000000,7,4.200000000,G
72.600000000,8,2.000000000,H
74.600000000,5,2.600000000,E
77.200000000,6,2.200000000,F
79.400000000,7,4.000000000,G
83.400000000,8,2.000000000,H
85.400000000,5,2.800000000,E
88.200000000,6,2.000000000,F
90.200000000,7,4.200000000,G
94.400000000,8,2.000000000,H
96.400000000,5,2.600000000,E
99.000000000,6,2.000000000,F
101.000000000,7,4.400000000,G
105.400000000,8,3.000000000,H
108.400000000,1,4.400000000,A
