TIME,VALUE,DURATION,LABEL
0.000000000,1,13.400000000,A
13.400000000,2,30.400000000,B
43.800000000,3,20.600000000,C
64.400000000,4,1.600000000,D
66.000000000,5,2.000000000,E
68.000000000,6,3.800000000,F
71.800000000,7,2.000000000,G
73.800000000,8,1.000000000,H
74.800000000,4,2.200000000,D
77.000000000,5,2.000000000,E
79.000000000,6,3.600000000,F
82.600000000,7,1.800000000,G
84.400000000,8,1.600000000,H
86.000000000,4,2.000000000,D
88.000000000,5,1.800000000,E
89.800000000,6,3.800000000,F
93.600000000,7,1.800000000,G
95.400000000,8,1.200000000,H
96.600000000,4,2.400000000,D
99.000000000,5,1.800000000,E
100.800000000,6,3.600000000,F
104.400000000,7,1.800000000,G
106.200000000,8,2.400000000,H
108.600000000,3,2.600000000,C
111.200000000,1,1.600000000,A
