TIME,VALUE,DURATION,LABEL
0.000000000,1,13.400000000,A
13.400000000,2,13.600000000,B
27.000000000,3,3.800000000,C
30.800000000,4,3.600000000,D
34.400000000,2,3.400000000,B
37.800000000,3,4.200000000,C
42.000000000,4,2.800000000,D
44.800000000,5,19.800000000,E
64.600000000,6,2.600000000,F
67.200000000,7,5.400000000,G
72.600000000,6,5.600000000,F
78.200000000,7,5.200000000,G
83.400000000,6,5.800000000,F
89.200000000,7,5.200000000,G
94.400000000,6,5.600000000,F
100.000000000,7,5.400000000,G
105.400000000,6,2.200000000,F
107.600000000,8,5.200000000,H
