TIME,VALUE,DURATION,LABEL
0.000000000,1,42.600000000,A
42.600000000,2,27.600000000,B
70.200000000,3,8.800000000,C
79.000000000,4,6.800000000,D
85.800000000,3,7.600000000,C
93.400000000,4,6.800000000,D
100.200000000,5,15.000000000,E
115.200000000,6,6.800000000,F
122.000000000,4,7.400000000,D
129.400000000,6,7.200000000,F
136.600000000,4,6.600000000,D
143.200000000,7,59.200000000,G
202.400000000,5,27.400000000,E
229.800000000,3,7.600000000,C
237.400000000,4,6.800000000,D
244.200000000,3,7.600000000,C
251.800000000,4,6.800000000,D
258.600000000,3,7.600000000,C
266.200000000,4,6.600000000,D
272.800000000,5,6.800000000,E
279.600000000,8,50.000000000,H
329.600000000,5,19.600000000,E
