TIME,VALUE,DURATION,LABEL
0.000000000,1,7.400000000,A
7.400000000,2,5.800000000,B
13.200000000,3,10.600000000,C
23.800000000,4,6.600000000,D
30.400000000,5,11.400000000,E
41.800000000,4,5.400000000,D
47.200000000,5,9.800000000,E
57.000000000,2,6.000000000,B
63.000000000,3,10.800000000,C
73.800000000,2,5.400000000,B
79.200000000,3,12.600000000,C
91.800000000,5,31.600000000,E
123.400000000,2,5.800000000,B
129.200000000,3,11.000000000,C
140.200000000,2,5.600000000,B
145.800000000,3,10.800000000,C
156.600000000,1,5.400000000,A
162.000000000,3,10.800000000,C
172.800000000,1,6.000000000,A
178.800000000,3,10.600000000,C
189.400000000,1,6.000000000,A
195.400000000,3,11.000000000,C
206.400000000,2,18.000000000,B
224.400000000,1,8.400000000,A
