TIME,VALUE,DURATION,LABEL
0.000000000,1,19.800000000,A
19.800000000,2,44.400000000,B
64.200000000,1,24.400000000,A
88.600000000,3,14.000000000,C
102.600000000,4,4.200000000,D
106.800000000,3,12.000000000,C
118.800000000,5,4.600000000,E
123.400000000,3,5.800000000,C
129.200000000,6,4.200000000,F
133.400000000,5,4.200000000,E
137.600000000,3,9.400000000,C
147.000000000,5,4.600000000,E
151.600000000,3,5.600000000,C
157.200000000,6,4.200000000,F
161.400000000,5,4.200000000,E
165.600000000,3,5.800000000,C
171.400000000,6,4.200000000,F
175.600000000,5,4.200000000,E
179.800000000,3,5.600000000,C
185.400000000,6,4.400000000,F
189.800000000,5,4.000000000,E
193.800000000,3,5.800000000,C
199.600000000,6,4.800000000,F
204.400000000,3,9.000000000,C
213.400000000,4,6.800000000,D
220.200000000,3,11.200000000,C
231.400000000,5,4.600000000,E
236.000000000,3,5.800000000,C
241.800000000,6,4.200000000,F
246.000000000,5,4.000000000,E
250.000000000,3,5.600000000,C
255.600000000,6,4.400000000,F
260.000000000,5,4.200000000,E
264.200000000,3,5.600000000,C
269.800000000,6,7.200000000,F
277.000000000,3,6.800000000,C
283.800000000,6,4.200000000,F
288.000000000,5,25.400000000,E
313.400000000,3,7.000000000,C
320.400000000,4,5.600000000,D
