TIME,VALUE,DURATION,LABEL
0.000000000,1,31.000000000,A
31.000000000,2,7.400000000,B
38.400000000,3,6.800000000,C
45.200000000,1,15.400000000,A
60.600000000,4,6.600000000,D
67.200000000,3,7.400000000,C
74.600000000,4,7.000000000,D
81.600000000,3,6.000000000,C
87.600000000,5,29.600000000,E
117.200000000,6,22.600000000,F
139.800000000,1,7.000000000,A
146.800000000,2,6.800000000,B
153.600000000,3,7.600000000,C
161.200000000,2,7.000000000,B
168.200000000,3,7.400000000,C
175.600000000,2,7.000000000,B
182.600000000,3,6.600000000,C
189.200000000,6,21.600000000,F
210.800000000,1,13.000000000,A
