TIME,VALUE,DURATION,LABEL
0.000000000,1,31.200000000,A
31.200000000,2,21.800000000,B
53.000000000,3,10.000000000,C
63.000000000,4,6.600000000,D
69.600000000,3,8.800000000,C
78.400000000,4,6.400000000,D
84.800000000,2,14.600000000,B
99.400000000,5,15.400000000,E
114.800000000,1,6.200000000,A
121.000000000,6,26.600000000,F
147.600000000,2,15.000000000,B
162.600000000,3,10.400000000,C
173.000000000,4,6.600000000,D
179.600000000,2,13.600000000,B
193.200000000,7,16.000000000,G
209.200000000,1,12.000000000,A
