TIME,VALUE,DURATION,LABEL
0.000000000,1,23.000000000,A
23.000000000,2,9.600000000,B
32.600000000,1,6.400000000,A
39.000000000,2,9.600000000,B
48.600000000,3,18.200000000,C
66.800000000,4,5.000000000,D
71.800000000,2,5.400000000,B
77.200000000,1,4.800000000,A
82.000000000,4,5.600000000,D
87.600000000,3,12.000000000,C
99.600000000,1,11.800000000,A
111.400000000,4,11.000000000,D
122.400000000,5,8.800000000,E
131.200000000,4,6.000000000,D
137.200000000,6,7.200000000,F
144.400000000,4,7.800000000,D
152.200000000,6,8.000000000,F
160.200000000,4,8.600000000,D
168.800000000,7,6.000000000,G
174.800000000,4,9.400000000,D
184.200000000,6,24.000000000,F
208.200000000,8,25.200000000,H
233.400000000,5,34.400000000,E
