TIME,VALUE,DURATION,LABEL
0.000000000,1,50.000000000,A
50.000000000,2,12.600000000,B
62.600000000,3,21.600000000,C
84.200000000,4,7.000000000,D
91.200000000,5,30.000000000,E
121.200000000,6,29.000000000,F
150.200000000,1,43.400000000,A
193.600000000,5,6.600000000,E
200.200000000,6,5.800000000,F
206.000000000,2,12.000000000,B
218.000000000,3,17.600000000,C
235.600000000,4,4.600000000,D
240.200000000,3,8.200000000,C
248.400000000,6,15.400000000,F
263.800000000,1,28.600000000,A
292.400000000,5,14.200000000,E
306.600000000,6,5.800000000,F
