CLIP_NAME,DURATION,TIMESTAMP
4.L,0:07.762,0.0
8.L,0:15.323,7.7620000000000005
8.L,0:15.396,23.092
8.L,0:15.360,38.489
8.L,0:15.360,53.849
8.L,0:15.359,69.209
6.L,0:11.520,84.569
8.L,0:15.360,96.089
8.L,0:15.360,111.449
8.L,0:15.360,126.809
8.L,0:15.360,142.169
8.L,0:15.360,157.529
8.L,0:15.360,172.889
8.L,0:15.360,188.249
x.L,0:14.070,203.609
