TIME,VALUE,DURATION,LABEL
0.000000000,1,37.600000000,A
37.600000000,2,19.000000000,B
56.600000000,3,11.400000000,C
68.000000000,4,16.000000000,D
84.000000000,5,30.600000000,E
114.600000000,1,18.800000000,A
133.400000000,4,16.200000000,D
149.600000000,6,25.000000000,F
174.600000000,1,15.000000000,A
189.600000000,7,31.000000000,G
220.600000000,5,14.000000000,E
234.600000000,1,30.200000000,A
264.800000000,7,17.800000000,G
282.600000000,4,16.800000000,D
299.400000000,8,30.400000000,H
329.800000000,7,16.600000000,G
