TIME,VALUE,DURATION,LABEL
0.000000000,1,10.200000000,A
10.200000000,2,4.400000000,B
14.600000000,3,9.800000000,C
24.400000000,4,6.800000000,D
31.200000000,3,7.600000000,C
38.800000000,4,7.600000000,D
46.400000000,5,7.000000000,E
53.400000000,2,8.200000000,B
61.600000000,4,7.600000000,D
69.200000000,3,8.200000000,C
77.400000000,4,7.000000000,D
84.400000000,5,7.200000000,E
91.600000000,2,7.600000000,B
99.200000000,1,5.800000000,A
105.000000000,6,5.600000000,F
110.600000000,5,5.000000000,E
115.600000000,7,8.800000000,G
124.400000000,3,4.200000000,C
128.600000000,6,21.800000000,F
150.400000000,7,4.400000000,G
154.800000000,3,4.600000000,C
159.400000000,7,8.000000000,G
167.400000000,3,8.600000000,C
176.000000000,4,7.200000000,D
183.200000000,3,8.400000000,C
191.600000000,4,6.800000000,D
198.400000000,5,8.200000000,E
206.600000000,2,6.000000000,B
212.600000000,3,7.200000000,C
219.800000000,1,14.400000000,A
