TIME,VALUE,DURATION,LABEL
0.000000000,1,13.600000000,A
13.600000000,2,15.600000000,B
29.200000000,3,2.800000000,C
32.000000000,4,3.000000000,D
35.000000000,2,5.200000000,B
40.200000000,3,3.400000000,C
43.600000000,5,21.400000000,E
65.000000000,6,2.600000000,F
67.600000000,7,3.000000000,G
70.600000000,3,2.000000000,C
72.600000000,8,2.200000000,H
74.800000000,4,1.600000000,D
76.400000000,6,2.200000000,F
78.600000000,7,2.800000000,G
81.400000000,3,2.000000000,C
83.400000000,8,2.000000000,H
85.400000000,4,2.000000000,D
87.400000000,6,2.200000000,F
89.600000000,7,3.000000000,G
92.600000000,3,1.800000000,C
94.400000000,8,2.200000000,H
96.600000000,4,1.600000000,D
98.200000000,6,2.000000000,F
100.200000000,7,3.400000000,G
103.600000000,3,1.800000000,C
105.400000000,8,2.200000000,H
107.600000000,4,1.600000000,D
109.200000000,1,3.600000000,A
