TIME,VALUE,DURATION,LABEL
0.000000000,1,18.400000000,A
18.400000000,2,11.400000000,B
29.800000000,3,3.400000000,C
33.200000000,4,1.600000000,D
34.800000000,2,5.800000000,B
40.600000000,3,3.000000000,C
43.600000000,4,21.200000000,D
64.800000000,5,1.200000000,E
66.000000000,6,2.800000000,F
68.800000000,7,3.000000000,G
71.800000000,8,2.600000000,H
74.400000000,5,2.600000000,E
77.000000000,6,2.800000000,F
79.800000000,7,2.800000000,G
82.600000000,8,2.600000000,H
85.200000000,5,2.800000000,E
88.000000000,6,2.600000000,F
90.600000000,7,3.000000000,G
93.600000000,8,2.600000000,H
96.200000000,5,2.800000000,E
99.000000000,6,2.600000000,F
101.600000000,7,3.000000000,G
104.600000000,8,2.600000000,H
107.200000000,5,2.400000000,E
109.600000000,3,3.200000000,C
