TIMESTAMP
1.09
7.26
13.39
19.60
25.73
31.89
40.10
50.32
64.69
74.92
93.38
99.59
105.74
113.92
124.18
130.32
138.51
148.83
190.72
261.40
268.02
286.48
292.36
299.29
305.46
313.27
321.53
331.06
334.09
