TIMESTAMP,,,,,,,,,,,,,,,,,,,,,
7.71,,,,,,,,,,,,,,,,,,,,,
21.37,,,,,,,,,,,,,,,,,,,,,
33.51,,,,,,,,,,,,,,,,,,,,,
47.54,,,,,,,,,,,,,,,,,,,,,
60.04,,,,,,,,,,,,,,,,,,,,,
74.13,,,,,,,,,,,,,,,,,,,,,
88.25,,,,,,,,,,,,,,,,,,,,,
95.06,,,,,,,,,,,,,,,,,,,,,
100.93,,,,,,,,,,,,,,,,,,,,,
109.16,,,,,,,,,,,,,,,,,,,,,
114.43,,,,,,,,,,,,,,,,,,,,,
145.18,,,,,,,,,,,,,,,,,,,,,
201.58,,,,,,,,,,,,,,,,,,,,,
207.62,,,,,,,,,,,,,,,,,,,,,
214.95,,,,,,,,,,,,,,,,,,,,,
221.61,,,,,,,,,,,,,,,,,,,,,
228.74,,,,,,,,,,,,,,,,,,,,,
288.55,,,,,,,,,,,,,,,,,,,,,
313.20,,,,,,,,,,,,,,,,,,,,,
319.15,,,,,,,,,,,,,,,,,,,,,
325.66,,,,,,,,,,,,,,,,,,,,,
326.04,,,,,,,,,,,,,,,,,,,,,
