TIMESTAMP
5.50
12.57
20.57
28.60
44.47
56.52
72.49
82.13
88.68
97.85
105.86
118.07
128.87
139.99
151.23
206.84
214.90
236.70
245.06
252.92
262.43
269.66
277.71
291.93
305.57
310.25
