TIMESTAMP
5.42
11.44
23.75
32.50
39.88
48.60
56.29
64.69
72.06
80.49
88.17
96.87
112.25
121.02
128.34
137.11
144.43
153.21
160.37
169.30
176.46
185.39
192.56
201.49
208.84
217.58
224.91
233.67
248.59
251.74
