TIMESTAMP
10.57
36.17
44.05
50.90
59.78
73.25
79.70
90.96
99.33
106.97
112.88
122.71
130.58
138.47
146.18
154.18
162.24
169.91
177.97
185.66
194.06
201.39
209.26
227.27
262.14
274.75
280.81
