TIMESTAMP
15.48
23.17
34.48
49.71
65.21
76.58
84.61
92.29
99.97
107.15
115.32
126.64
141.99
149.68
157.88
172.37
177.70
195.84
203.69
209.41
218.79
277.44
278.88
