TIMESTAMP,,,,,,,,,,,,,,,,,,,,,,,
2.11,,,,,,,,,,,,,,,,,,,,,,,
7.85,,,,,,,,,,,,,,,,,,,,,,,
13.65,,,,,,,,,,,,,,,,,,,,,,,
19.41,,,,,,,,,,,,,,,,,,,,,,,
25.15,,,,,,,,,,,,,,,,,,,,,,,
30.92,,,,,,,,,,,,,,,,,,,,,,,
36.37,,,,,,,,,,,,,,,,,,,,,,,
46.17,,,,,,,,,,,,,,,,,,,,,,,
55.88,,,,,,,,,,,,,,,,,,,,,,,
61.50,,,,,,,,,,,,,,,,,,,,,,,
67.40,,,,,,,,,,,,,,,,,,,,,,,
99.87,,,,,,,,,,,,,,,,,,,,,,,
107.53,,,,,,,,,,,,,,,,,,,,,,,
115.36,,,,,,,,,,,,,,,,,,,,,,,
122.85,,,,,,,,,,,,,,,,,,,,,,,
132.40,,,,,,,,,,,,,,,,,,,,,,,
145.80,,,,,,,,,,,,,,,,,,,,,,,
157.26,,,,,,,,,,,,,,,,,,,,,,,
189.88,,,,,,,,,,,,,,,,,,,,,,,
195.60,,,,,,,,,,,,,,,,,,,,,,,
201.32,,,,,,,,,,,,,,,,,,,,,,,
210.91,,,,,,,,,,,,,,,,,,,,,,,
222.16,,,,,,,,,,,,,,,,,,,,,,,
225.21,,,,,,,,,,,,,,,,,,,,,,,
