TIME,VALUE,DURATION,LABEL
0.0,1,12.0,1
12.0,2,15.0,2
27.0,3,24.4,3
51.4,4,15.4,4
66.8,5,10.4,5
77.2,6,33.6,6
110.8,7,9.0,7
119.8,5,23.4,5
