TIME,VALUE,DURATION,LABEL
0.000000000,1,12.600000000,A
12.600000000,2,17.200000000,B
29.800000000,3,4.000000000,C
33.800000000,4,31.000000000,D
64.800000000,5,6.800000000,E
71.600000000,6,5.600000000,F
77.200000000,7,6.000000000,G
83.200000000,6,4.800000000,F
88.000000000,7,5.600000000,G
93.600000000,6,5.200000000,F
98.800000000,7,5.800000000,G
104.600000000,3,5.400000000,C
110.000000000,1,30.000000000,A
140.000000000,6,5.600000000,F
145.600000000,7,5.800000000,G
151.400000000,6,5.000000000,F
156.400000000,7,5.600000000,G
162.000000000,6,5.000000000,F
167.000000000,7,6.200000000,G
173.200000000,8,21.000000000,H
194.200000000,3,25.600000000,C
