TIME,VALUE,DURATION,LABEL
0.000000000,1,6.200000000,A
6.200000000,2,8.800000000,B
15.000000000,3,6.600000000,C
21.600000000,2,9.400000000,B
31.000000000,3,6.600000000,C
37.600000000,2,9.400000000,B
47.000000000,3,6.800000000,C
53.800000000,2,9.200000000,B
63.000000000,3,6.800000000,C
69.800000000,2,9.200000000,B
79.000000000,3,4.600000000,C
83.600000000,4,9.200000000,D
92.800000000,5,6.400000000,E
99.200000000,4,9.600000000,D
108.800000000,5,6.400000000,E
115.200000000,4,9.600000000,D
124.800000000,5,6.400000000,E
131.200000000,4,9.800000000,D
141.000000000,5,6.200000000,E
147.200000000,4,6.200000000,D
153.400000000,6,5.600000000,F
159.000000000,5,4.200000000,E
163.200000000,4,6.400000000,D
169.600000000,6,5.400000000,F
175.000000000,5,4.200000000,E
179.200000000,4,6.400000000,D
185.600000000,6,5.400000000,F
191.000000000,5,4.200000000,E
195.200000000,4,6.400000000,D
201.600000000,6,5.400000000,F
207.000000000,5,4.200000000,E
211.200000000,4,6.400000000,D
217.600000000,6,5.400000000,F
223.000000000,5,4.600000000,E
227.600000000,4,10.600000000,D
