TIME,VALUE,DURATION,LABEL
0.000000000,1,15.200000000,A
15.200000000,2,29.600000000,B
44.800000000,3,19.600000000,C
64.400000000,4,6.200000000,D
70.600000000,5,4.200000000,E
74.800000000,3,5.400000000,C
80.200000000,1,15.200000000,A
95.400000000,6,8.200000000,F
103.600000000,7,6.400000000,G
110.000000000,6,8.600000000,F
118.600000000,7,8.000000000,G
126.600000000,8,6.800000000,H
133.400000000,7,8.200000000,G
141.600000000,8,6.800000000,H
148.400000000,7,8.200000000,G
156.600000000,8,7.600000000,H
164.200000000,5,31.000000000,E
195.200000000,6,10.600000000,F
205.800000000,8,4.600000000,H
210.400000000,7,10.000000000,G
220.400000000,8,6.600000000,H
227.000000000,7,8.200000000,G
235.200000000,8,6.400000000,H
241.600000000,7,8.800000000,G
250.400000000,8,7.000000000,H
257.400000000,6,10.200000000,F
