TIME,VALUE,DURATION,LABEL
0.000000000,1,17.200000000,A
17.200000000,2,7.600000000,B
24.800000000,3,7.400000000,C
32.200000000,2,8.200000000,B
40.400000000,3,7.800000000,C
48.200000000,4,8.200000000,D
56.400000000,5,8.400000000,E
64.800000000,2,8.200000000,B
73.000000000,3,7.400000000,C
80.400000000,4,8.800000000,D
89.200000000,5,7.800000000,E
97.000000000,2,5.600000000,B
102.600000000,6,11.000000000,F
113.600000000,3,5.200000000,C
118.800000000,7,82.000000000,G
200.800000000,4,8.400000000,D
209.200000000,5,8.600000000,E
217.800000000,2,7.400000000,B
225.200000000,5,8.000000000,E
233.200000000,1,18.400000000,A
