TIME,VALUE,DURATION,LABEL
0.000000000,1,13.000000000,A
13.000000000,2,8.800000000,B
21.800000000,3,5.400000000,C
27.200000000,2,6.000000000,B
33.200000000,3,10.000000000,C
43.200000000,4,7.200000000,D
50.400000000,5,4.400000000,E
54.800000000,4,7.000000000,D
61.800000000,5,4.400000000,E
66.200000000,4,7.600000000,D
73.800000000,6,25.200000000,F
99.000000000,7,35.600000000,G
134.600000000,3,12.000000000,C
146.600000000,1,10.000000000,A
156.600000000,4,4.800000000,D
161.400000000,5,4.400000000,E
165.800000000,4,7.000000000,D
172.800000000,5,4.600000000,E
177.400000000,4,6.800000000,D
184.200000000,5,4.200000000,E
188.400000000,7,15.400000000,G
203.800000000,1,21.200000000,A
